year, data
1991.6063894863964, 1.1752708044626865
1994, 1.8012302729824934
1997, 3.0875906618169333
2000, 5.25133693713399
2002.9275787080762, 9.118254116234173
2006.7451890270147, 15.86321029221638
2009.1147402594593, 20.072192915205115
