year, data
1939.476262372615, 63.32709366460984
1943, 64.10534215268221
1949, 65.28988857069007
1955, 66.94069561737211
1961, 69.21611529865314
1967, 71.24910158222596
1973, 74.01859394029196
1979, 77.19298013663804
1985, 79.95443998780814
1991, 83.09432349661314
2000, 88.0145966089743
2005.6920551459282, 93.3093426885298
