year, data
1961, 0.12219392229334322
1964, 0.14188612060283456
1967, 0.17652626432060395
1970, 0.23799728076673735
1973, 0.37457298195310285
1976, 0.5979965643522112
1979, 0.9590809907946322
1982, 1.6565789147302072
1985, 2.844874300974252
1988, 5.0002958908662
1991, 8.66652498797233
1994, 15.04676964087487
1997, 24.714251500168647
2000, 38.91630959680695
2004.1123543242984, 59.915835252176116
