date,data
2020-09-25,1218
2020-09-26,1219
2020-09-27,1221
2020-09-28,1227
2020-09-29,1229
2020-09-30,1234
2020-10-01,1245
2020-10-02,1251
2020-10-03,1252
2020-10-04,1253
2020-10-05,1255
2020-10-06,1259
2020-10-07,1262
2020-10-08,1263
2020-10-09,1264
2020-10-10,1264
2020-10-11,1267
2020-10-12,1267
2020-10-13,1269
2020-10-14,1273
2020-10-15,1274
2020-10-16,1274
2020-10-17,1276
2020-10-18,1277
2020-10-19,1282
2020-10-20,1286
2020-10-21,1289
2020-10-22,1292
2020-10-23,1301
2020-10-24,1310
2020-10-25,1311
2020-10-26,1317
2020-10-27,1321
2020-10-28,1323
2020-10-29,1325
2020-10-30,1329
2020-10-31,1331
2020-11-01,1334
2020-11-02,1334
2020-11-03,1336
2020-11-04,1337
2020-11-05,1337
2020-11-06,1337
2020-11-07,1339
2020-11-08,1344
2020-11-09,1348
2020-11-10,1353
2020-11-11,1355
2020-11-12,1356
2020-11-13,1356
2020-11-14,1356
2020-11-15,1357
2020-11-16,1359
2020-11-17,1360
2020-11-18,1365
2020-11-19,1368
2020-11-20,1371
2020-11-21,1378
2020-11-22,1378
2020-11-23,1379
2020-11-24,1379
2020-11-25,1384
2020-11-26,1389
2020-11-27,1391
2020-11-28,1391
2020-11-29,1391
2020-11-30,1391
2020-12-01,1392
2020-12-02,1395
2020-12-03,1395
2020-12-04,1395
2020-12-05,1402
2020-12-06,1408
2020-12-07,1414
2020-12-08,1415
2020-12-09,1418
2020-12-10,1418
2020-12-11,1418
2020-12-12,1418
2020-12-13,1418
2020-12-14,1419
2020-12-15,1419
2020-12-16,1419
2020-12-17,1424
2020-12-18,1425
2020-12-19,1425
2020-12-20,1426
2020-12-21,1427
2020-12-22,1427
2020-12-23,1433
2020-12-24,1433
2020-12-25,1433
2020-12-26,1433
2020-12-27,1433
2020-12-28,1433
2020-12-29,1433
2020-12-30,1433
2020-12-31,1433
