year,2,3,4,6,8
2008,0,0,0,0,0
2009,0,0,0,0,0
2010,0,0,0,0,0
2011,0,0,0,0,0
2012,25,6,53,16,0
2013,7,4,52,37,0
2014,1,0,49,50,0
2015,1,0,44,55,0
