year,2,3,4,6,8
2008,67,26,7,0,0
2009,66,18,16,0,0
2010,59,13,27,1,0
2011,45,10,40,5,0
2012,0,0,0,0,0
2013,0,0,0,0,0
2014,0,0,0,0,0
2015,0,0,0,0,0
