cri,eff,label,year
85.10020625,291.3922514,YAG:Ce,1997
91.72437373,312.4276573,QD,2019
82.57882807,322.18252,SLA,2014
90.21233055,286.2526268,Eu,2004
89.607000391892853,305.5174169806917,YGAG,2002
