0.4,0.2,0.1,0.05,0.1,0,0,0,0
0,0,0,0,0,0.85,-0.081666667,0,0
0,0,0,0,0,0.768333333,0,-0.081666667,0
0,0,0,0,0,0.686666667,0,0,-0.081666667
0.3,0.1,0.1,0.025,0.08,0,0,0,0
0,0,0,0,0,0.605,-0.048333333,0,0
0,0,0,0,0,0.556666667,0,-0.048333333,0
0,0,0,0,0,0.508333333,0,0,-0.048333333
0.2,0.1,0.1,0.01,0.05,0,0,0,0
