i,flux
104,0.337945665
112,0.364035484
120,0.390030752
128,0.41609183
136,0.442013876
144,0.46803768
152,0.494040412
160,0.517634613
168,0.541881466
176,0.56301858
184,0.582789784
192,0.60245855
200,0.620990143
208,0.643390557
216,0.665260833
224,0.687095005
232,0.710320025
240,0.734239307
248,0.758159289
256,0.780206452
264,0.799055142
272,0.819568737
280,0.837848497
288,0.855574819
296,0.873238244
304,0.891663298
312,0.911114327
320,0.930362678
328,0.950094089
336,0.970043314
344,0.99041511
