year,price
2003,0.06804
2004,0.066825
2005,0.068508
2006,0.072828
2007,0.075891
2008,0.078507
2009,0.080682
2010,0.077526
2011,0.075012
2012,0.073584
2013,0.07843
2014,0.07884
2015,0.074686
2016,0.074518
2017,0.07581
2018,0.073236
2019,0.0669
2020,0.0642
