cct,cri
6500,85
5000,83
4000,82
4000,82
4000,82
4000,82
5000,84
5000,84
5000,84
5000,84
5000,84
4000,84
3000,82
3000,81
4000,83
5000,83
3000,82
4000,82
5000,83
2700,81
3000,82
3000,82
3000,83
5000,87
5000,87
5000,87
4000,84
3000,83
4000,82
4000,82
5000,84
5000,84
3000,83
5000,85
3000,82
3000,82
2700,81
2700,81
2700,82
3000,82
4000,81
5000,82
3000,85
3000,85
3000,85
3500,84
3500,84
3500,84
4000,86
4000,86
4000,86
5000,85
5000,85
5000,85
3000,83
4000,82
