year,cost
1970.195376,285.3990684
1976.121759,8.654466727
1981.106746,2.883775061
1983.085577,1.695798012
1987.042632,0.523133551
1989.094251,0.2744534
1994.084697,0.255548262
1995.10899,0.139134036
1998.042763,0.095357846
1999.068472,0.067767263
