year,price
2000,11.759884
2001,11.95697703
2002,12.97529101
2003,21.15465167
2004,40.14128004
2005,37.36566346
2006,20.5452947
2007,23.33898917
2008,20.57439569
2009,18.15901402
2010,17.53378378
2011,18.08008862
2012,16.20704347
2013,15.50465154
2014,13.94378058
2015,9.4
2016,9.5
2017,9.1
2018,9.2
2019,9.2
