year,price
2000,2.450523315
2001,2.260000054
2002,2.131889586
2003,2.237005868
2004,2.693604716
2005,2.648189544
2006,3.532859458
2007,3.643443197
2008,3.506668572
2009,2.269876752
2010,2.71591547
2011,2.94224176
2012,2.627466116
2013,2.450567407
2014,2.721118374
2015,2.080588079
2016,1.896590494
2017,2.318841362
2018,2.70570808
2019,2.3589434
