123.0464125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.343189132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.00350441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.243998538,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.208856518,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.004781465,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.051768902,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.722235521,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.019828725,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18.19364451,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.62436067,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.447537834,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18083108,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0909498
