0.062692975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.134391768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.039998559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.023992453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.086249924,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.065830833,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.009831451,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.010157909,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.011950591,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.036536337,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07304019,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066587515,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070380579,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109314047,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800955131
