index,label,position
1,123.05,123.05
2,0.34,108.0464125
3,2.00,108.3896016
4,0.00,110.3931061
5,1.24,110.3931061
6,5.21,111.6371046
7,0.00,116.8459611
8,1.00,116.8459611
9,1.05,117.8507426
10,1.72,118.9025115
11,0.00,120.624747
12,4.02,120.624747
13,0.00,124.6445757
14,18.19,124.6445757
15,13.62,142.8382202
16,9.45,156.4625809
17,11.18,165.9101187
18,192.09,192.09
