0.000850276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.008404847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000675173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000618361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.000264179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.004987628,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000756646,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000427107,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.001069428,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001158884,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.003157477,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.00484018,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005063111,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001851208,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113673,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000982837,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036244074
