wavelength,intensity
392.3214286,0.007297282
398.75,0.014406447
402.5,0.033294025
405.1632821,0.062644137
407.3437745,0.103854072
408.9185746,0.149993987
410.2510977,0.212165384
411.3413439,0.261469312
411.8258978,0.307336855
412.4315901,0.363871314
412.7950055,0.397472001
413.1584209,0.435072543
413.5218363,0.471073143
414.0063902,0.509474291
414.2486671,0.557473821
414.733221,0.593208398
414.9754979,0.640674614
415.3389133,0.676675214
415.7023287,0.711075872
415.8928571,0.745628369
415.8928571,0.783364218
416.4285714,0.832895328
416.9642857,0.875350966
418.0357143,0.929601864
419.1071429,0.976777291
421.25,0.953203616
421.25,0.908392296
422.3214286,0.86358659
422.8571429,0.818778077
422.8571429,0.783400719
423.9285714,0.743311995
424.4642857,0.698503482
424.7877137,0.657525432
425.5145445,0.615130778
426.3625137,0.567136962
428.0584523,0.531413813
430.2389446,0.491960005
432.419437,0.451972883
434.1071429,0.415535153
438.8397758,0.389342137
443.6853144,0.442432276
446.2292222,0.484044101
448.4097146,0.516587684
450.9536224,0.554066325
454.224361,0.592882061
459.3121766,0.630774021
466.5804846,0.648799342
474.5756233,0.64389597
482.5707621,0.638701699
490.5659009,0.640925341
498.5610397,0.651294143
506.5561785,0.667335466
514.5513172,0.678576964
522.546456,0.686909475
530.5415948,0.692042103
538.5367336,0.696011137
546.5318724,0.694889446
554.5270111,0.689258828
562.5221499,0.680573774
570.5172887,0.669852431
578.5124275,0.665821755
586.5075663,0.670372586
594.502705,0.683795822
602.4978438,0.69896445
610.4929826,0.712824034
618.4881214,0.720429299
626.4832602,0.717707666
634.4783989,0.698695715
642.4735377,0.668193271
649.7418457,0.648127043
656.6467383,0.611382343
661.7345539,0.574370351
665.0052925,0.539908743
668.276031,0.50200726
671.1833542,0.461223976
674.4540928,0.426682371
678.4516622,0.389264679
683.1760624,0.34929089
688.263878,0.311376074
693.715109,0.277548729
699.5297554,0.23878061
706.0712326,0.200776273
713.7029559,0.166039351
721.6980947,0.133646066
729.6932335,0.107361651
737.6883723,0.086313409
745.6835111,0.068319602
753.6786498,0.055271071
761.6737886,0.044549728
769.6689274,0.035573776
777.6640662,0.026452375
788.2142857,0.018806155
799.5728231,0.018255814
