eff,cri
71.4,83
71.4,83
80,83
80,84
71.4,85
71.4,85
71.4,82
71.4,82
71.4,82
71.4,83
71.4,83
67.5,83
67.5,81
72.5,82
81.1,83
81.1,83
91.7,81
91.7,82
87.5,82
87.5,82
87.5,82
87.5,83
70.8,83
81.1,83
70.3,82
70.3,82
76.4,83
76.4,83
90,87
90,87
90,87
90,84
90,84
90,84
80,83
80,82
106.7,81
106.7,84
106.7,85
106.7,84
106.7,82
106.7,82
106.7,82
106.7,84
70.8,83
71.4,84
71.4,85
106.7,82
106.7,82
106.7,85
80.4,81
83.3,85
91.7,82
91.7,82
70,80
70.6,82
70.6,85
106.7,83
80.4,84
80.4,81
80.4,81
80.4,84
80.4,84
91.7,81
91.7,81
70,83
84.2,81
84.2,84
84.2,85
84.2,81
84.2,83
84.2,85
84.2,84
95.7,82
95.7,82
95.7,84
100,81
100,86
100,82
70,82
70,85
86.7,84
86.7,84
86.7,84
93.3,85
93.3,85
81.8,82
83.3,82
83.3,82
83.3,82
83.3,82
84.8,83
84.8,83
81.1,82
81.1,82
81.1,82
83.3,84
78.9,82
95,83
86.1,81
86.1,81
86.1,83
86.1,82
94.4,81
94.4,81
70,83
76.9,84
76.9,84
76.9,84
76.9,82
76.9,84
76.9,84
72.2,82
72.2,84
80.4,82
80.4,83
71.4,86
71.4,82
70,81
70,85
73.1,85
73.1,84
76.9,82
76.9,84
76.9,83
76.9,83
71.4,83
71.4,83
74.3,85
74.3,83
71.4,83
71.4,83
78.6,84
78.6,84
71.4,83
71.4,83
80,82
80,82
80,83
80,83
80,83
80,82
80,82
80,83
80,83
80,83
80,82
80,82
80,82
80,83
80,83
77.8,82
111.1,81
75,84
81.3,83
122.2,82
100,82
104.8,81
78.6,83
75,82
75,81
75,82
75,82
75,84
75,82
75,81
75,82
75,82
75,84
81.3,83
78.9,82
84.2,83
87.4,83
90.5,81
78.9,82
80,83
80,83
80,84
80,84
88.9,82
91.7,85
106.7,84
106.7,85
88.9,84
91.7,82
84.2,80
84.2,83
103.2,82
76.9,83
80.8,83
83.1,83
86.2,82
89.2,85
70,83
70,83
70,84
70,83
70,83
70,83
84.2,83
100,82
100,85
100,83
100,82
75.6,83
103.2,83
103.2,81
103.2,81
83.3,84
85.3,83
80,84
85.4,82
67,82
76.9,82
81.7,83
84.3,83
87,82
91.3,84
72.7,82
74.5,82
77.6,82
80,84
66.7,82
66.7,83
66.7,83
75,81
94.2,83
82.2,84
76.9,83
76.9,85
76.9,83
76.9,83
80,83
70,80
70,84
78.6,82
78.6,82
85.7,83
85.7,84
78.6,82
78.6,82
85.7,83
90,83
84.2,81
84.2,80
84.2,80
84.2,83
85.7,84
84.2,84
84.9,83
85.6,82
85.6,83
75,81
75,82
76.9,82
76.9,82
76.9,83
76.9,85
75,82
83.3,83
75,84
94.1,82
80,83
81.5,84
83.1,84
86.2,85
99.1,82
103.5,84
107,82
84.2,83
84.2,82
94.1,83
94.1,84
76.9,83
94.1,84
94.1,85
70.8,84
70.8,83
70.8,86
70.8,83
70.8,84
70.8,85
75,82
78.6,83
78.6,83
78.6,85
70.7,82
70.7,84
80,84
80,84
94.1,83
94.1,84
76.9,83
76.9,82
76.9,85
75,82
78.6,83
78.6,81
78.6,83
80,82
85,82
95,82
72.9,83
78.6,82
92,81
88,83
88,82
92,82
88,84
88,85
92,85
97.1,82
91.4,83
91.4,83
91.4,82
97.1,83
91.4,84
91.4,84
91.4,84
97.1,86
80,83
80,83
80,83
80,83
88.9,83
88.9,83
88.6,82
72.7,83
72.7,83
72.7,84
75.7,81
75.7,83
65,82
88.9,83
88.9,84
76.9,82
76.9,83
76.9,83
76.9,84
72.2,83
72.2,83
70.8,83
70.8,84
81.8,82
84.2,82
70,82
70,82
70,82
84.2,83
84.2,84
80,82
80,83
94.1,82
94.1,83
94.1,84
100,82
100,82
100,85
100,83
106.7,82
106.7,83
106.7,83
82.5,82
76.9,84
106.7,81
106.7,80
72.2,82
72.2,82
70.8,83
70.8,84
70.8,83
70.8,86
70.8,83
70.8,83
70.8,84
70.8,85
75,83
75,83
75,84
75,84
70.3,84
70.3,83
70.3,85
70.3,84
81.4,82
95.7,82
81.7,83
80.2,85
80,84
80,85
82.9,84
81.5,85
70,82
76.9,82
76.9,83
76.9,83
76.9,83
76.9,83
76.9,82
76.9,83
76.9,82
76.9,82
81.4,82
81.4,84
81.4,83
81.4,83
81.4,84
81.4,83
81.4,86
74.5,82
80,84
80,82
76.9,83
89.2,85
81.3,83
83.8,83
91.3,81
84.2,80
84.2,80
76.9,83
76.9,82
76.9,83
76.9,82
76.9,83
76.9,83
76.9,82
76.9,83
76.9,82
76.9,83
76.9,83
76.9,82
76.9,83
76.9,82
76.9,83
76.9,83
76.9,82
76.9,83
76.9,82
76.9,83
76.9,83
80,83
76.3,86
86.2,84
86.2,84
86.2,84
84,83
88,83
97,87
97,87
81.8,82
80,82
75,82
70,82
70.8,83
70.8,83
71.4,82
94.1,92
75,83
75,83
75,83
75,83
87.5,83
87.5,83
87.5,83
87.5,83
87.5,84
87.5,86
87.5,86
70,84
70,82
72.7,85
75,85
73.1,82
73.1,83
73.1,83
91.7,83
106.7,84
80,81
92.9,83
91.7,83
91.7,83
91.7,83
91.7,85
91.7,85
91.7,85
91.7,85
91.7,85
91.7,83
91.7,83
91.7,83
91.7,83
88.9,82
87.9,81
87.9,81
88.9,82
87.9,81
88.9,82
88.9,82
87.9,81
88.9,82
87.9,84
76.5,80
88.9,84
87.9,84
88.9,84
88.9,84
87,83
87,83
88.9,85
87,83
87,83
88.9,85
87,83
88.9,85
88.9,85
70,82
80,84
88.9,84
88.9,83
88.9,83
88.9,83
88.9,83
88.9,86
88.9,86
88.9,86
75,82
75,82
88.9,82
88.9,83
88.9,82
72.2,85
100,82
100,82
100,82
100,82
100,84
100,84
100,84
100,84
100,84
88.9,84
88.9,84
88.9,85
88.9,84
88.9,83
106.7,83
100,82
70.7,84
80,84
80,84
75,82
83.3,82
85,84
88.3,83
83.3,82
85,84
88.3,83
76.9,82
78.5,84
78.5,84
83.3,82
72.2,83
85,84
88.3,83
83.3,82
85,84
88.3,83
100,82
83.3,82
86.7,82
86.7,82
70,82
93.8,83
93.8,83
100,82
100,82
100,82
93.8,82
93.8,82
85.3,85
84.2,81
87.4,80
90.5,83
80.8,83
90,81
100,82
70.3,82
70.3,82
66.7,82
88.9,81
71.4,81
82.1,81
83.3,85
66.7,86
66.7,86
81.8,82
66.7,82
66.7,82
80,82
81.8,82
80,82
70.3,82
94.1,82
94.1,81
94.1,85
84.2,81
71.4,83
70,84
81.4,81
83.3,82
70.4,86
70,83
70.4,86
70,84
70.4,86
70,84
70.4,86
70,84
70,84
70.3,86
70,84
100,85
81.8,83
70.3,86
70,84
74.3,81
70.3,83
70.3,83
73.5,82
72.2,82
80.2,83
88.9,84
88.9,83
88.9,83
79.6,80
80,80
75,82
73.1,83
73.1,82
73.3,81
73.3,81
73.3,81
73.3,81
71.4,82
80,81
71.4,82
71.4,82
88.9,83
88.9,84
80,81
80,82
80,83
75,82
75,84
80,81
91.7,81
91.7,83
87.5,83
91.7,83
91.7,81
80,80
80,82
80,85
84,81
86,83
92,82
88.4,84
92.2,81
91.5,83
71.4,82
71.4,82
71.4,82
71.4,82
66.7,82
71.4,81
71.4,81
66.7,82
66.7,82
66.7,85
98.5,83
96.9,84
92.2,81
76.9,83
76.9,83
76.9,84
75,82
100,81
70,85
77.5,83
81.3,83
87.5,82
75,83
80,82
80,83
91.7,84
91.7,84
100,83
100,83
80,81
80,81
83.3,82
83.3,82
83.3,82
71.4,82
71.4,82
75.7,85
75.7,85
72,82
72,82
78,82
78,82
72,82
72,82
78,82
78,82
80,82
80,82
85.3,85
88.4,80
80,82
80,83
87.5,82
71.6,81
87.5,82
87.5,82
87.5,82
71.4,82
75.7,83
71.4,82
71.4,82
75.7,83
71.4,82
71.4,82
75.7,83
70.4,81
72,81
76,80
70.4,81
72,81
76,80
77.8,81
80,81
91.7,84
100,83
80,82
80,84
80,85
84.2,80
84.2,83
84.2,85
71.4,82
80,83
88.9,81
88.9,81
91.7,84
100,83
80,81
80,81
80,81
80,81
83.3,82
83.3,82
83.3,82
80,82
86.7,82
86.7,82
88.9,81
88.9,81
71.4,82
78.6,82
75.9,82
81.7,83
72.7,82
72.7,82
66.7,82
66.7,82
66.7,82
80,84
76.9,82
76.9,82
76.9,83
76.9,83
76.9,83
76.9,83
80.8,83
83.1,83
80.8,83
71.4,81
81.3,83
88.9,83
88.9,83
80,83
88.9,82
83.3,83
83.3,86
98.3,82
88.9,83
88.9,83
88.9,82
80,83
80,85
80,83
80,86
70.3,82
70.3,85
81.4,84
81.4,83
81.9,83
77.8,84
70,83
80,86
81.7,83
84.3,83
84.3,83
87,82
87,82
91.3,84
72.7,82
74.5,82
77.6,82
80,84
80.8,83
83.1,83
86.2,82
89.2,85
90,82
90,82
78.9,82
81.1,83
84.2,83
87.4,81
76.9,82
79.2,83
80,83
81.3,82
87.5,81
104.4,82
80,82
80,83
70.7,81
80,84
75,81
76.9,83
75,82
65,82
77.3,84
82.4,83
78.6,84
85,83
100,84
75,83
81.3,83
81.3,85
103.4,81
94.1,82
88,81
88,81
88,81
92.4,84
92.4,84
92.4,83
78.6,83
77.3,83
77.3,84
87.5,83
77.3,82
80.8,82
100,84
75,84
75,84
88.9,84
88.9,84
88.9,83
88.9,84
88.9,83
88.9,84
106.7,84
70,81
100,84
80,83
88.9,82
88.9,84
88.9,82
88.9,83
88.9,83
106.7,84
106.7,84
106.7,85
106.7,85
91.3,82
91.2,83
82.4,83
70,83
81.3,82
87.5,81
70,82
70.7,84
80,84
80,86
73.3,81
80,86
84.2,83
70,82
70,85
77.8,83
77.8,83
94.1,83
94.1,82
94.1,85
77.3,84
77.8,81
77.8,82
84.9,82
77.8,82
88.9,84
106.7,84
76.9,82
80.8,83
81.3,81
85,81
86.9,84
100,82
101.8,82
70,83
70,82
80,83
88.9,83
76.9,82
76.9,83
76.9,83
83.3,82
80,82
80,87
92,87
73.6,85
87.5,86
80,82
80,87
111.1,82
100,82
100,82
78.4,83
75,82
75,83
100,82
100,86
106.7,82
106.7,83
80,82
80,82
94.1,82
94.1,82
94.1,84
70.8,84
70.8,83
70.8,83
75,83
70.8,83
70.8,84
75,84
70.3,84
91.7,90
91.7,92
90.9,97
90.3,96
89.6,94
88.9,92
88.9,92
86.7,96
86.7,96
86.7,92
86.7,92
86.5,91
86.5,91
85.7,92
84.4,96
84.2,95
84.2,92
84.2,92
84.2,92
84.2,91
84,94
84,92
83.8,94
83.7,95
83.3,92
82.7,94
82,92
81.6,92
81.3,93
81.3,92
80.8,93
80,94
80,94
80,93
80,94
80,92
80,93
80,93
80,94
80,94
80,93
80,93
80,92
80,95
80,92
80,91
80,93
80,92
80,92
79.4,96
79.2,94
79.2,94
79.2,92
79.2,92
79,92
78.8,91
78.6,95
78.6,93
78.6,92
78.4,95
78.3,94
78.2,92
78.2,92
77.8,93
77.5,92
77.4,90
77.4,90
77.3,91
77.1,91
76.9,94
76.9,91
76.9,93
76.4,92
76.3,93
76.2,94
76.2,92
76.2,94
76.2,95
76.2,95
76.2,92
76.2,92
76.2,92
76.2,92
75.5,93
75,95
75,97
75,97
75,97
75,97
75,97
75,97
75,94
75,92
75,92
75,91
75,92
75,94
75,94
75,94
75,91
75,94
75,94
75,94
75,94
75,92
75,92
75,94
75,91
75,92
75,92
75,92
74.3,93
74,95
73.8,95
73.8,92
73.8,92
73.6,93
73.6,93
73.3,91
73.3,91
72.7,96
72.7,95
72.7,95
72.7,95
72.7,95
72.7,92
72.7,91
72.7,91
72.7,92
72.7,92
72.7,92
72.7,94
72.7,94
72.7,94
72.7,91
72.7,91
72.7,91
72.7,91
72.7,91
72.7,91
72.7,93
72.7,93
72.6,91
72.3,94
72.2,91
72.2,91
72.1,94
72,92
71.4,96
71.4,96
71.4,92
71.4,92
71.4,92
71.4,92
71.4,92
71.4,94
71.4,91
71.4,91
71.4,91
71.4,92
71.4,91
71.4,91
70.8,91
70.8,92
70.6,96
70.6,96
70.6,95
70.6,95
70.6,95
70.6,95
70.6,95
70.6,91
70.6,92
70.6,92
70.6,92
70.6,91
70.6,91
70.6,91
70.4,95
70.4,95
70.4,95
70.4,95
70.4,93
70,97
70,96
70,94
70,95
70,91
70,93
70,93
70,92
70,91
70,91
70,93
70,93
70,94
70,93
70,93
70,92
69.9,91
69.9,92
69.7,91
69.7,91
69.7,91
69.4,92
69.4,92
69.2,92
69.2,91
69.2,94
69,90
69,90
68.7,92
68.7,92
68.7,91
68.6,95
68.6,91
68.6,91
68.4,92
68.4,92
68.4,91
68.4,93
68.4,93
68.2,91
68.2,92
68.2,92
68,91
68,91
67.9,95
67.6,93
67.6,92
67.6,92
67.6,91
67.5,94
67.5,95
67.5,94
67.3,91
67.1,94
67.1,94
67.1,93
67.1,91
67.1,93
66.7,95
66.7,93
66.7,92
66.7,93
66.2,93
66.2,91
66.2,91
65.6,96
65.6,91
65.6,91
65.6,92
65.6,92
65.6,92
65.3,93
65.3,92
65.2,92
65.2,91
65.2,91
65.2,91
65.2,91
65.2,92
65.2,91
65.2,90
65,94
65,92
65,92
64.9,93
64.9,92
64.9,92
64.9,92
64.9,92
64.7,94
64.7,94
64.1,90
64,95
63.6,94
63.6,94
63.6,91
63.5,94
63.5,94
63.1,93
63.1,93
63.1,92
63.1,92
63.1,93
63.1,93
63,91
62.8,93
62.8,93
62.5,94
62.5,95
62.5,95
62.5,94
62.5,95
62.5,93
62.2,91
61.8,94
61.8,93
61.8,93
61.6,94
61.6,92
61.3,93
61.3,92
61.2,91
61.1,93
61.1,93
