eff,cri
69.2,92
80,82
80,87
68.4,92
67.1,92
66.9,93
66.9,93
78.6,82
78.6,84
78.6,84
75.6,83
75.6,84
75.6,84
78.6,83
78.6,84
78.6,84
100,83
100,84
100,86
80,82
80,84
80,85
88.9,82
88.9,84
88.9,84
100,82
100,84
100,86
84,83
84,86
84,85
100,83
100,86
106.7,83
90,83
90,83
90,85
105.2,87
88.9,83
80,82
80,83
80,84
80,84
84.2,81
84.2,83
84.2,85
88.9,83
88.9,82
88.9,83
88.9,83
88.9,85
75,83
75,84
80,83
80,83
88.9,82
90,83
90,83
90,83
90,83
90,83
83.3,83
83.3,81
66.7,83
66.7,80
90.9,82
90.9,80
83.3,83
83.3,81
66.7,83
66.7,80
100,80
100,80
90.9,82
84.2,82
84.2,82
84.2,81
90,82
114.3,83
114.3,82
66.7,91
90.9,80
77.8,82
66.7,91
75,83
84.2,82
75,82
66.7,92
66.7,93
66.7,93
66.7,92
80.8,84
66.7,92
66.7,94
88.4,86
66.7,92
66.7,92
66.7,92
110,82
106.7,82
66.2,92
88.4,84
76.9,82
80.8,84
81.3,83
81.3,83
78.6,86
75,84
77.8,82
77.8,82
81.7,84
76.9,82
76.9,82
80.8,82
80.8,82
65.3,92
65.3,92
65.3,92
88.9,82
88.9,83
80,82
107.1,83
76.9,81
114.3,83
114.3,83
100,84
80,84
82.8,82
86.9,82
106.7,83
106.7,82
112,88
112,86
100,82
100,82
105,82
100,84
100,82
106.7,82
72.2,81
72.2,84
100,82
100,83
100,84
100,82
100,83
114.3,83
100,82
65,92
77.5,81
65,92
70,81
100,82
76.5,82
80,83
100,85
80,82
80,83
80,83
88.9,82
88.9,82
88.9,83
88.9,84
88.9,81
88.9,82
88.9,83
88.9,83
111.1,87
71.4,82
80,83
88.6,83
83.3,81
77.3,82
71.4,81
75,83
86.7,83
70,82
71.4,81
88.9,84
90.9,83
90.9,82
90.9,84
90.9,83
90.9,83
90.9,81
64.4,92
64.4,92
64.4,92
88.9,83
88.9,86
64.3,92
64.3,92
77.3,83
100,85
100,85
100,85
100,84
116.7,85
116.7,85
116.7,84
116.7,85
111.1,85
111.1,88
111.1,85
106.7,82
106.7,84
106.7,87
75,81
75,83
63.5,94
63.5,94
87.5,84
75,83
87.5,83
75,83
111.1,83
72.2,83
72.2,84
72.2,83
62.8,93
62.8,93
106.7,83
84.9,82
87.5,83
87.5,82
87.5,83
87.5,85
72.2,84
84.6,83
84.6,82
84.6,84
84.6,83
106.7,85
80,84
80,83
88.9,81
88.9,83
88.9,85
100,85
103.2,82
87.5,84
90.9,83
90.9,85
90.9,83
62.5,94
62.5,95
85.7,84
106.7,81
106.7,84
84.2,82
84.2,85
103.2,82
108.4,84
103.4,82
106.9,84
84.6,81
76.9,81
111.1,83
111.1,84
90.9,81
114.3,83
114.3,84
75,85
75,84
71.4,84
84.6,82
88.8,84
103.2,82
108.4,84
103.2,82
88.9,82
93.3,84
94.1,82
98.8,83
71.9,82
75,86
78.3,82
78.3,83
82.5,86
75.6,82
75.6,83
78.8,85
75.6,83
75.6,83
78.8,85
80.9,83
82.8,85
88.9,81
88.9,83
100,85
80,83
111.1,84
94.6,83
72.2,82
72.9,82
77.1,83
76.1,82
69.4,82
72.9,83
66.7,82
70,84
76.9,82
80.8,84
77.8,82
76.9,82
88.9,83
106.7,82
110,83
72.2,81
72.2,83
77.8,83
77.8,84
72.2,81
76.1,82
80.7,82
80.7,82
84.2,84
73.9,82
73.9,83
76.1,86
77.3,84
62.5,93
62.5,93
62.5,93
78.2,82
87.5,83
78.2,85
78.2,86
70,82
70,83
84.2,83
81.6,83
88.9,83
78.6,83
100,82
71.4,83
61.8,94
61.8,93
61.8,94
75,83
75,82
76.9,82
76.9,82
95,82
95,83
95,82
95,83
95,83
95,83
95,83
95,82
95,83
95,83
95,82
125,86
107.7,85
107.7,83
107.7,83
107.7,85
104.7,81
100,83
81,81
100,82
106.7,83
112,85
75,82
105,83
83.3,83
85.5,83
85.5,82
78.3,83
87.5,82
77.8,81
90.9,83
90.9,83
61.3,92
61.3,92
95,83
81.7,81
81.7,86
86.1,85
86.1,84
86.7,83
86.7,84
90,83
90,85
90.9,82
90.9,83
90.9,82
90.9,83
88.9,82
88.9,83
88.9,83
88.9,84
109.1,83
109.1,83
109.1,84
111.1,83
111.1,83
111.1,83
83.3,83
83.3,83
83.3,84
83.3,84
71.4,82
90,86
90,84
100,83
100,82
61.3,94
61.2,94
77.8,83
77.8,83
77.8,84
61.1,92
61.1,93
61.1,92
