eff,cri
88.9,82
81.3,84
90.2,96
90.2,94
90.2,92
90.2,92
90.2,92
77.3,84
90,96
90,93
90,95
90,96
90,90
90,94
90,95
90,95
90,96
90,95
90,93
90,93
90,95
90,95
90,92
90,92
90,95
90,94
90,93
90,95
90,96
90,90
90,92
90,93
90,92
90,91
90,92
90,92
90,93
90,91
90,90
90,91
90,93
90,92
90,93
71.4,84
70.8,83
76.9,84
84.2,82
100,83
89.4,81
89.4,81
90,94
90,91
90,93
76.9,83
76.9,84
76.9,86
76.9,87
70,81
70,81
70,83
70,82
72.2,83
72.2,83
72.2,82
72.2,83
90,91
90,93
84.2,83
84.2,85
84.2,84
84.2,86
77.8,84
90,91
90,91
90,92
90,92
90,93
90,92
100,83
100,83
100,83
100,85
90,92
90,92
90,92
90,92
90,91
90,92
90,92
76.9,83
90,92
90,91
90,91
90,91
90,93
90,92
90,90
90,95
71.4,86
80,82
88.9,81
88.9,83
80,84
80,86
84.2,83
84.2,87
100,85
76.9,84
90,94
90,92
84.2,83
87.5,83
87.5,84
90.9,86
80,82
90,92
71.4,82
71.4,83
90,92
90,92
90,92
90,92
90,92
90,91
91.7,81
91.7,83
80,81
80,82
80,84
80,85
80,81
80,82
80,84
80,85
75,83
75,83
75,85
73.1,83
73.1,83
66.7,81
66.7,83
71.4,83
71.4,82
71.4,83
71.4,85
75,84
75,83
75,84
75,87
73.1,84
73.1,83
73.1,84
114.3,83
90,92
114.3,84
111.1,84
82.5,83
82.5,83
82.5,85
82.5,86
111.1,82
111.1,82
111.1,85
111.1,87
100,83
100,83
100,86
100,86
114.3,82
114.3,84
114.3,83
87.5,84
87.5,84
87.5,86
87.5,83
87.5,83
87.5,84
87.5,85
87.5,84
77.8,82
77.3,84
71.4,83
83.3,84
83.3,83
83.3,85
90,91
90,92
90,91
90,92
90,92
90,91
90,92
90,92
90,92
90,93
90,92
90,92
90,90
82.1,84
86.4,84
90.9,83
90,93
88.9,82
88.9,82
88.9,85
88.9,85
88.9,82
106.7,86
88.9,82
89.9,82
106.7,84
77.3,83
86.4,84
81.3,83
71,82
71,84
72.2,82
72.2,84
76.9,84
76.9,86
76.9,87
76.9,84
76.9,86
74.3,82
74.3,83
74.3,85
80,83
80,83
84.2,83
71.4,85
86.3,85
85.3,87
76.9,83
76.9,86
76.9,88
80,84
80,86
80,83
80,86
80,85
80,83
100,85
100,82
100,83
100,83
100,84
81.8,82
81.8,84
86.3,82
90,82
85.3,83
88.9,82
86.3,83
85.3,83
86.3,83
85.3,84
85.3,84
81.3,82
81.3,83
81.3,84
84.2,80
84.2,83
84.2,84
100,81
100,84
100,84
88.9,84
88.9,82
88.9,83
88.9,83
88.9,82
88.9,85
100,82
100,83
100,84
106.7,82
106.7,84
106.7,84
106.7,85
80,82
80,84
80,85
80,83
100,83
100,84
100,84
84.2,86
88.9,83
88.9,83
88.9,83
100,83
100,85
114.3,84
114.3,87
75,83
75,84
75,83
75,84
65,82
77.8,84
88.9,83
90,83
80,83
80,83
100,81
100,83
100,85
100,86
80,82
80,84
71.4,84
71.4,85
71.4,83
71.4,84
71.4,84
71.4,85
71.4,85
71.4,83
71.4,84
71.4,84
72.2,84
77.3,83
77.3,83
77.3,84
77.3,84
87.5,82
81.3,84
81.3,83
81.3,84
87.5,84
87.5,84
75,82
75,84
75,85
77.3,83
77.3,84
77.3,83
77.3,84
83.3,83
71.4,83
88.9,82
84.2,85
88.9,82
88.9,83
88.9,82
88.9,83
88.9,83
100,82
88.9,82
88.9,82
88.9,82
91.7,82
66.7,83
77.3,82
77.3,83
83.3,84
77.3,84
80.8,84
78.6,83
77.8,82
77.3,83
77.3,84
77.3,84
77.3,83
77.3,84
77.3,83
77.3,84
83.3,82
82.5,82
91.8,81
71,82
76.9,84
84.2,83
84.2,83
84.2,87
77.8,82
75,82
88.9,82
88.9,82
88.9,81
77.3,83
80.8,83
71.4,83
80,84
100,86
88.9,87
94.1,84
71.4,83
75,84
70,84
66.7,83
66.7,83
84.2,83
88.9,85
82.5,83
114.3,83
76.9,83
76.9,81
76.9,86
78.9,83
78.9,84
90.9,82
90.9,83
66.7,81
75,83
75,85
100,83
100,83
100,86
91.7,83
78.9,83
78.9,85
84.2,85
84.2,83
84.2,86
128,83
132,84
128,84
87,83
87.9,85
88.9,80
88.9,82
72.7,83
92.9,82
90.9,83
114.3,83
65.2,83
92.1,89
84.2,83
84.2,86
85.1,85
85.1,82
84.2,86
88.9,82
90.9,83
90.9,84
80,84
80,82
80,82
80,84
106.7,82
106.7,83
75,82
106.7,83
70,81
106.7,84
106.7,84
106.7,84
106.7,84
106.7,84
88.9,84
88.9,84
88.9,83
88.9,82
88.9,82
88.9,84
110.3,86
70,83
77.1,83
72.2,83
72.2,83
72.2,82
88.9,94
88.9,96
88.9,96
88.9,93
115.9,86
83.8,83
88.9,93
83.8,84
88.9,93
88.9,92
88.9,93
88.9,94
88.9,93
88.9,93
88.9,93
88.9,93
88.9,91
88.9,91
88.9,91
88.9,93
77.5,83
72.2,83
72.2,83
72.2,82
75,85
106.7,84
88.9,83
71.4,84
71.4,84
77.3,84
77.3,84
87.5,83
88.9,82
87.5,83
87.5,83
100,82
100,84
100,82
100,84
88.9,82
88.9,83
87.5,82
100,84
83.3,83
83.3,84
100,80
100,81
87.5,82
87.5,81
100,83
93.8,83
93.8,83
114.3,82
114.3,84
88.9,82
88.9,82
88.9,81
88.7,92
114.3,83
95.7,82
103.2,84
100,83
84.2,80
84.2,83
66.7,83
66.7,86
80,81
80,84
73.7,82
73.7,85
75,83
75,86
72.7,84
72.7,86
88.9,82
80,82
88.9,82
88.9,82
81.8,82
88,82
84.2,84
84.2,85
72.7,82
72,85
72,85
77.8,84
90.9,82
90.9,82
88.9,82
88.9,83
88.9,84
80,83
80,83
80,84
90.9,82
72,85
81.3,82
81.3,83
75.2,82
100,83
77.3,83
81.8,84
107.1,84
104.6,83
66.7,81
77.8,84
90.9,83
90.9,82
90.9,82
71.4,85
77.8,84
90.9,83
90.9,84
114.3,85
90.9,82
85.5,82
85.5,82
83.3,83
102,85
90,84
111.1,84
82.5,82
90,84
88.9,83
88.9,83
78.9,83
78.9,85
78.9,83
78.9,83
78.9,85
78.9,83
107.1,81
114.3,83
117.9,83
121.4,84
71,82
71,82
80,83
80,86
80,84
80,84
71.4,85
88.9,81
88.9,82
88.9,85
76.9,83
76.9,84
76.9,86
76.9,83
76.9,84
76.9,81
76.9,83
76.9,86
83.8,83
88.9,85
71.4,82
78.6,86
71.4,82
71.4,84
71.4,83
71.4,83
78.6,85
70,84
78.3,84
100,85
106.7,85
88.9,82
87.5,84
87.5,84
90.9,82
75,81
75,81
75,81
75,85
75,85
78.9,81
87.5,85
66.7,83
66.7,83
71.4,83
71.4,82
71.4,83
71.4,83
100,83
100,83
100,84
100,84
100,82
100,82
76.5,82
76.5,85
84.4,82
88.9,82
88.9,86
76.5,85
76.5,82
76.5,82
76.9,82
88.9,83
81.3,81
80,84
76.9,83
90.9,83
90.9,84
76.5,82
72.7,85
83.3,83
90.9,83
85,84
85,83
85,84
85,83
75,85
75,85
75,81
75,85
75,81
75,81
72.7,83
72.7,87
71.4,84
88.9,83
88.9,86
72.7,83
80,83
75,86
72.7,83
84.6,84
84.6,83
72.2,82
71.4,84
92.1,89
92.1,89
90.9,82
90.9,82
70,82
70,85
70,83
75,81
77.8,81
77.8,81
77.8,86
77.8,86
77.8,81
77.8,81
77.8,84
77.8,83
77.8,83
77.8,87
73.8,83
73.8,86
74.3,83
74.3,85
76,83
76,85
77.3,82
77.3,82
91.7,83
70.8,83
90,84
90,88
100,82
100,82
90,84
88.9,83
72.2,82
76.9,83
80,84
83.3,87
90,84
90,82
90,82
100,82
100,81
90.9,82
90.9,82
70.8,83
83.3,87
87.7,96
90.9,83
90.9,83
90.9,83
90.9,81
90.9,83
87.5,96
100,82
100,83
87.5,96
87.5,96
87.5,93
87.5,93
87.5,93
87.5,93
87.5,93
87.5,91
87.5,92
87.5,92
87.5,92
87.5,92
87.5,91
87.5,91
87.5,91
87.5,93
87.5,93
107.7,83
107.7,81
107.7,83
107.7,83
107.7,85
107.7,88
88.9,85
88.9,84
82.3,82
82.3,85
92.3,84
92.3,83
76.9,82
76.9,82
81.5,86
81.5,86
86.7,95
86.7,96
86.7,94
86.7,94
86.7,94
86.7,94
86.7,91
86.7,82
93.3,85
80,83
86.4,92
86,93
85.7,92
81.8,84
81.8,81
88.9,85
88.9,82
85,92
87.5,82
87.5,82
88.2,85
84.6,91
84.6,91
84.6,92
84.6,92
84.6,92
84.6,93
84.6,92
84.6,91
84.6,92
84.6,91
84.6,91
84.6,91
84.6,91
81.8,85
84.6,92
106.7,83
88.2,85
84.2,94
84.2,96
84.2,93
84.2,93
84.2,93
80,83
80,86
72,83
72,85
84.2,81
90.9,83
90.9,81
84,92
84,92
84,92
83.7,96
83.7,95
81.5,81
85.6,82
83.7,93
83.7,91
83.6,95
83.6,95
83.6,95
83.6,92
83.6,92
83.6,91
83.6,91
83.6,91
83.5,91
83.5,91
83.5,91
83.3,94
83.3,95
83.3,92
83.3,92
102.4,83
102.4,84
83.3,92
83.3,92
77.8,83
83.3,92
103.2,82
108.4,83
80.7,83
84.2,87
80,82
84,86
81.5,82
85.6,82
74.7,83
74.7,83
78.2,86
78.2,86
106.7,84
106.7,85
65,81
65,82
65,81
87.3,82
87.3,82
87.3,83
87.3,84
103.2,81
77.8,83
73.3,82
73.3,82
81.8,82
90.9,82
90.9,82
90,83
106.7,83
103.2,82
108.4,83
108.4,84
83.3,82
83.3,82
87.5,83
87.5,84
69.2,82
69.2,82
106.7,83
88,83
88,84
70,81
90,82
82.5,82
90,81
69.2,82
69.2,82
69.2,84
71.3,82
71.3,82
71.3,83
71.3,83
71.3,84
117.5,84
80,82
80,83
84.2,82
70,81
72.2,83
72.2,83
72.2,82
72.2,83
84.2,83
84.2,85
81.6,83
81.6,85
81.8,84
81.8,83
100,85
100,84
71,82
71,82
71,82
71,82
76.9,84
100,83
100,83
100,83
100,83
100,84
80,86
76.9,84
76.9,83
76.9,84
76.9,84
143,83
122.5,82
145.5,83
137.3,84
141.3,84
80,84
80,83
88.9,82
100,82
100,84
100,82
100,85
75,82
75,83
75,83
75,87
100,83
100,83
100,81
80,83
88.9,83
71.4,82
71.4,86
73.8,83
73.8,85
73.8,84
73.8,83
73.8,85
73.8,84
88.9,82
73.7,84
80,83
81.3,82
91.7,83
106.7,82
106.7,83
113.2,83
110.3,82
100,84
106.7,84
91.7,82
91.7,84
91.7,84
110.3,83
110.3,84
110.3,85
81.8,84
81.8,84
81.8,85
84.2,83
88.9,84
84.2,84
100,80
88.9,83
88.9,83
88.9,85
72.2,84
72.2,84
72.2,84
84.6,82
84.6,84
84.6,83
70,84
70,85
70,85
75.4,84
75.4,84
75.4,85
100,81
88.9,82
77.3,83
87.5,82
71.6,84
75.8,83
73.1,83
73.1,83
73.3,82
73.3,83
73.3,83
73.3,86
70.8,84
106.7,82
60,83
81.8,82
84.2,82
70,82
70,82
76.9,84
78.6,84
88.9,85
88.9,82
82.5,82
84,82
84,84
80,84
80,86
80,83
80,86
79.2,81
72.2,82
79.2,84
72.2,86
91.7,83
91.7,83
91.7,85
88.9,82
88.9,83
88.9,84
100,86
70,83
70,84
70,83
70,84
70,84
75,83
83.3,83
77.1,82
81.8,84
106.7,85
81.6,83
72.7,84
72.7,85
72.7,86
72.7,86
80,82
80,81
80,84
84,86
103.2,82
103.2,82
103.2,85
108.4,83
80.7,83
80.7,84
84.2,83
84.2,87
83.3,84
76.5,84
76.5,83
100,82
106.7,82
80,83
88.9,82
81.8,82
80.8,82
100,85
99.8,80
87.5,82
87.5,82
87.5,82
87.5,81
87.5,81
87.5,86
70,84
70,84
75.9,85
75.9,84
75.9,83
75,83
75,83
75,85
75,84
90,83
100,82
100,87
99.8,80
100,82
100,85
100,81
70,83
70,83
70,83
70,84
69.6,82
69.6,82
72.7,83
90.9,83
65.2,81
65.2,83
82.5,82
114.3,82
114.3,83
91.7,83
91.7,83
91.7,83
91.7,84
104.2,86
104.2,86
87.5,83
87.5,83
87.5,83
87.5,84
87.5,84
91.7,86
91.7,86
88.9,83
88.9,83
88.9,83
88.9,83
114.3,83
114.3,83
123.1,81
123.1,82
115.9,82
115.9,82
83.3,83
83.3,83
72,83
100,85
77.3,83
77.3,83
88.9,84
88.9,84
88.9,84
88.9,86
88.9,86
88.9,86
82.5,83
82.5,83
82.5,83
82.5,83
82.5,83
82.5,83
75,82
75,83
75,84
75,83
77.3,84
77.3,84
77.3,84
77.3,84
77.3,83
77.3,83
77.3,84
77.3,84
77.3,83
77.3,83
77.3,84
77.3,84
77.3,83
82.5,83
91.3,83
72.7,85
72.7,85
75,83
75,83
71.4,85
71.4,82
75,83
75,83
75,84
78.6,87
76.5,82
76.5,82
76.5,83
76.5,83
76.5,83
77.3,83
87.5,82
87.5,84
87.5,84
80.8,83
73.1,83
80.8,83
80.8,84
80.8,84
88.9,83
80.8,83
80.8,83
80.8,84
73.1,83
80.8,84
107.1,84
106.7,86
88.9,82
86.4,84
77.3,83
89.6,82
110,82
88.2,84
88.2,85
90,84
88.9,82
83.3,80
83.3,82
83.3,83
82.4,84
82.4,85
84.6,83
84.6,84
84.6,84
84.6,83
88.9,83
70,82
70,84
70,83
70,86
80.8,85
80.8,86
77.8,81
77.8,81
77.8,82
77.8,81
78.6,84
71.4,83
71.4,85
71.4,83
71.4,83
71.4,84
71.4,84
75,82
75,82
75,83
75,83
75,80
77.8,81
77.8,83
88.9,84
88.9,84
71.4,85
71.4,84
81.3,81
81.3,83
81.3,84
81.3,83
81.3,84
81.3,85
88.9,83
100,81
88.9,81
100,82
100,81
100,84
100,82
100,81
100,84
100,83
106.7,81
106.7,85
106.7,82
100,84
81.3,85
81.3,82
81.3,82
81.3,87
88.9,82
88.9,82
106.7,84
106.7,84
106.7,82
106.7,84
106.7,84
106.7,83
106.7,83
81.8,83
81.8,84
80,82
80,82
80,84
94.7,84
80,83
66,84
80,83
80,84
66,84
84.2,81
84.2,81
84.2,81
81.3,82
72.2,84
81.3,82
72.2,84
70,84
72.7,84
84.2,83
81.3,82
80,85
80,82
80,83
80,84
88.9,83
88.9,86
88.9,82
100,83
100,84
106,83
106,84
106,84
100,84
100,84
89.7,84
100,81
100,85
104.4,83
88.9,84
88.9,84
100,81
97.8,86
100,85
100,83
88.9,83
87.5,84
88.9,86
75,83
114.3,85
84.6,83
84.6,84
84.6,84
84.6,83
75,82
75,83
75,84
75,83
76.5,82
76.5,83
100,82
88.9,83
100,82
100,82
100,82
100,83
81.8,85
81.8,84
84.2,85
84.2,84
84.2,83
100,86
100,85
100,84
106.7,85
106.7,84
106.7,83
70,85
70,85
70,83
70,85
110,84
110,86
81,83
77.8,83
77.8,83
77.8,83
77.8,82
77.8,82
77.8,82
77.8,83
77.8,83
77.8,84
77.8,84
77.8,84
77.8,83
77.8,83
77.8,83
100,82
100,83
100,84
82.7,82
90.7,82
82.4,82
82.4,84
82.4,85
100,83
82.4,83
82.4,84
82.4,85
82.4,86
97.3,84
97.3,84
97.3,84
98.6,83
98.6,83
98.6,83
100,84
100,84
88.9,82
88.9,83
88.9,84
88.9,86
77.3,83
77.3,83
77.3,84
77.3,84
77.3,83
77.3,83
77.3,84
77.3,84
87.5,82
111.1,82
111.1,81
100,82
75,81
102.7,84
102.7,84
102.7,84
108.1,82
108.1,82
108.1,82
80,84
80,84
80,84
80,84
80,84
80,84
80,85
80,85
80,85
80,85
80,85
80,85
80,84
80,84
80,84
70,81
75,83
70,83
70,83
70,81
70,83
70,83
81.5,83
81.5,85
106.7,82
81.8,82
81.8,84
88.9,84
88.9,86
106.7,83
106.7,85
81.8,83
88.9,83
72.2,83
75,83
81.3,81
78.6,83
89.3,85
76.9,83
76.9,84
76.9,84
75,84
75,83
81.3,84
81.3,83
73.1,82
73.1,83
73.1,83
72.2,83
100,83
100,84
100,84
100,85
88.9,84
75,82
75,84
75,84
75,83
77.3,84
71.4,83
77.3,83
80.8,83
80.8,84
80.8,84
80.8,83
80.8,83
80.8,83
80.8,84
75,83
75,84
110,86
84.2,84
85.7,85
71.4,83
77.3,83
78.6,84
78.6,85
78.6,84
78.6,83
71.4,84
71.4,83
75,82
83.3,92
83.3,92
75,82
75,83
75,83
82.1,84
82.1,84
82.1,85
82.1,85
88.9,81
83.2,92
83.2,92
83.2,92
83.2,92
88.9,82
73.7,80
73.7,80
78.9,82
78.9,87
83.2,92
83.2,92
83.2,92
83.2,92
83.3,85
75,85
77.8,84
77.8,87
83.2,92
83.2,92
83.2,92
83.2,92
83.2,92
83.2,92
83.2,92
83.2,92
83,96
83,96
83,94
83,94
83,94
83,94
83,90
83,92
83,92
82.9,92
82.9,91
82.8,93
88.9,83
94.4,83
94.4,87
80,83
80,83
80,82
80,86
81.8,90
81.8,92
81.8,92
81.8,92
81.8,93
81.8,93
81.8,92
81.8,92
81.8,92
81.8,95
81.8,92
81.8,92
88.9,84
106.7,83
81.8,92
80,84
81.8,94
80,84
81.8,92
80,84
81.8,92
80,84
81.8,92
85.6,86
85.6,86
85.6,87
85.6,87
81.8,92
81.8,92
91.7,82
76.9,83
76.9,81
76.9,83
76.9,86
80,82
80,84
84.2,80
84.2,80
84.2,83
84.2,83
84.2,84
84.2,85
106.7,84
75.9,84
88.9,84
88.9,84
70,83
83.3,82
70,81
70,83
76.9,82
83.3,82
90.9,82
90.9,82
90.9,86
90.9,86
90.9,82
90.9,82
66.7,83
66.7,87
66.7,83
81.6,83
81.6,82
81.6,86
76.9,84
81.5,95
100,85
84.2,84
81.5,95
90,84
81.5,95
90,84
81.5,95
90,85
81.5,93
90,85
81.5,93
95,87
95,87
95,87
95,87
88.9,81
84.2,81
88.9,82
91.7,83
91.7,86
88.9,81
66.7,87
66.7,83
66.7,87
91.7,82
66.7,83
66.7,83
66.7,86
66.7,83
66.7,86
90.9,82
90.9,87
90.9,82
90.9,87
81.5,91
81.5,91
81.5,91
76.9,83
76.9,84
76.9,86
71.4,84
75,83
75,84
88.9,82
91.7,83
91.7,86
106.7,82
81.3,96
81.3,92
81.3,92
84.2,81
86.8,82
89.5,83
84.2,82
84.2,82
84.2,82
84.2,82
84.2,82
84.2,81
84.2,81
84.2,81
81.6,83
81.6,83
81.6,86
81.6,85
75,87
75,84
75,83
75,84
75,86
75,84
75,83
75,84
75,87
70,82
70,82
75,83
75,83
75,84
75,85
75,84
75,83
75,85
75,84
89.5,84
76.5,82
76.5,84
82.4,82
88.2,84
73.3,80
73.3,84
83.3,83
88.9,83
88.9,83
88.9,83
88.9,85
88.9,85
88.9,85
81.8,84
81.8,83
81.8,85
66.7,81
66.7,81
66.7,82
70,82
70,81
71.4,82
71.4,82
114.3,82
100,82
114.3,85
100,85
81,83
81,83
81,83
81,85
85.7,83
85.7,83
81,83
81,83
81,83
81,83
81,83
81,83
81,84
81,84
81,85
81,85
81,85
81,83
81,83
80,83
81.8,82
76.4,82
70.5,84
70.5,82
70.5,82
82.7,82
82.7,82
82.7,82
86.7,84
82.7,82
80.8,93
100,82
100,84
100,82
100,84
100,85
100,85
100,85
100,84
71.4,86
94.1,83
80,97
80,92
80,92
80,92
80,94
80,96
80,96
80,96
75,83
75,83
80,96
71.4,83
71.4,83
70.6,83
70.6,83
72.9,82
72.9,82
80,96
80,93
80,94
80,94
80,94
80,95
80,95
80,93
80,95
80,93
80,92
80,94
80,94
80,95
80,93
80,92
80,92
80,92
80,93
80,95
80,92
80,93
80,93
80,93
80,92
80,94
80,94
88.9,85
80,94
80,95
80,90
88.9,81
80,90
93.5,82
80,90
80,90
72,85
77.6,83
77.6,83
80,90
80,90
80,90
80,90
80,90
80,90
80,90
80,90
80,92
80,92
80,92
80,91
80,91
80,93
80,91
80,91
80,91
80,91
80,92
80,92
80,92
80,92
80,91
80,93
80,92
80,93
80,93
80,92
80,92
84.2,89
84.2,89
84.2,89
84.2,89
84.2,89
84.2,89
72.2,85
80,92
80,92
88.9,85
90.9,81
90.9,81
90.9,81
90.9,81
71.4,84
71.4,84
85.7,84
105.6,83
105.6,83
79.3,92
79.2,92
79.2,91
79.2,94
79.2,93
88.9,83
88.9,83
88.9,84
78.9,94
81,82
81,82
81,82
81,82
80,82
80,82
80,83
80,83
78.9,92
75,82
75,82
75,82
75,82
75,82
75,82
78.9,93
78.9,93
78.9,93
78.9,91
100,82
100,82
100,83
100,83
88.9,86
80,83
80,83
85,82
85,83
85,82
80,83
91.7,83
80,83
85,82
85,83
85,83
78.8,94
66.7,84
66.7,84
77.8,84
77.8,84
77.8,84
75,82
75,82
75,82
78.6,93
78.6,93
78.2,93
78.2,93
78.6,80
78.6,83
78.6,84
78.6,84
78.6,82
78.6,83
78.6,84
78.6,83
78.6,80
78.6,83
78.6,84
78.6,84
78.6,82
78.6,83
78.6,84
78.6,83
77.8,93
77.8,94
77.8,92
77.8,91
77.8,93
77.8,92
77.8,94
77.8,90
77.8,91
77.8,92
77.8,91
77.8,93
77.8,93
77.8,91
77.8,91
77.8,92
81.8,82
81.8,82
81.8,81
81.8,83
81.8,83
81.8,82
81.8,83
81.8,84
87.5,83
87.5,83
100,82
87.5,86
87.5,84
87.5,85
87.5,83
71.4,84
71.4,84
71.4,86
71.4,87
91.7,82
91.7,82
91.7,82
91.7,82
91.7,83
91.7,84
91.7,84
77.8,91
77.8,94
81.8,84
81.8,83
77.8,94
77.8,94
77.8,94
77.8,94
77.8,94
77.8,94
90.9,83
90.9,83
80,84
80,84
87.5,83
87.5,83
114.3,82
87.5,86
87.5,86
100,82
114.3,82
100,82
104.4,82
114.3,82
100,84
90.9,82
90.9,82
90.9,82
90.9,82
90.9,83
90.9,83
71.4,84
71.4,84
71.4,86
71.4,87
75,82
75,83
90.9,83
90.9,83
76.4,82
75,84
75,83
75,82
75,82
75,83
75,82
75,84
72.7,83
72.7,83
72.7,83
72.7,84
72.7,84
84.2,80
84.2,83
84.2,84
84.2,85
105.3,83
105.3,84
105.3,86
105.3,85
70.8,82
70.8,82
75,82
75,82
75,82
75,83
75,84
75,84
75,85
75,85
108.3,84
97.3,85
98.2,84
100,86
98.2,84
100,86
84.2,82
82.1,82
82.1,82
85.7,82
