year, data
1979.6269915890375, 0.33811101530717247
1982, 0.47304213420174296
1985, 0.7848627657475873
1988, 1.3422853805578365
1991, 2.3610777986787594
1994, 4.195541583148062
1997, 7.480014855268262
2008.3248898486445, 59.915835252176116
