wavelength,intensity
401.3422819,0.003553099
406.2759668,0.009277528
411.2655801,0.023758228
414.1762544,0.043573539
416.5627996,0.065194394
417.9496171,0.087535771
419.305955,0.11219525
420.662293,0.138956261
421.829658,0.162801729
422.9146692,0.196910979
424.0566015,0.227507441
425.0391499,0.261015812
425.958107,0.290120119
426.8222009,0.319473555
427.3373045,0.345869296
427.6268598,0.367152841
428.5234899,0.398612599
428.9831978,0.430738154
429.4556301,0.457757071
429.9937106,0.490958901
430.4406723,0.527635878
431.1542764,0.560050757
431.5815756,0.598352434
432.2183795,0.640776222
432.7866046,0.679819516
433.2960477,0.719091572
433.8072721,0.754040759
434.6676254,0.78120765
434.994694,0.824578655
435.4905721,0.863847235
435.8581016,0.89275764
436.7209971,0.919651619
436.7209971,0.944861703
438.0153404,0.985202672
439.3096836,0.991930195
440.6040268,0.973447634
440.6040268,0.954960239
441.4669223,0.929753378
441.8983701,0.892780199
442.1198644,0.849342334
442.7612656,0.81715317
443.3369425,0.795467743
443.4457228,0.753743695
443.7657576,0.713119936
444.2915291,0.680752965
444.5772744,0.65087844
444.9544583,0.628802314
445.6776538,0.564131213
445.9907615,0.534423822
446.4631938,0.510167437
446.7375093,0.486058725
447.0118249,0.463285733
447.4507297,0.436078766
448.3700863,0.398686723
448.8863144,0.369636536
449.6452541,0.340663163
450.5322077,0.314551676
451.3460104,0.289858746
452.8041031,0.26368409
454.5305645,0.235373286
455.3784489,0.22014925
456.3294095,0.196212116
459.3560243,0.169121812
461.8640521,0.138923566
466.6253862,0.120521141
472.3860126,0.129498337
476.6379035,0.150610952
479.2439011,0.169273265
480.8141211,0.194888036
484.5168555,0.223546915
486.5449148,0.254727214
488.40182,0.277503029
490.0793651,0.301045356
491.7569101,0.323998597
493.6138153,0.346692214
495.2913604,0.369898899
496.9372536,0.397216267
500.3661979,0.432340476
502.8350378,0.456214551
505.4410355,0.48048095
508.3213487,0.502572365
511.6131352,0.524636173
515.316395,0.547357235
519.2939704,0.568939508
526.4621285,0.605701072
534.518483,0.650699149
538.3589006,0.673115416
542.4736337,0.695022272
546.4512091,0.717356486
550.5659423,0.740319635
555.7779376,0.765001646
563.6615277,0.799606433
573.8827634,0.846981419
579.0947587,0.869478387
584.306754,0.890643377
589.5187493,0.91111544
595.2793757,0.925588167
601.0400021,0.931054329
606.8006285,0.925961947
612.5612549,0.91165946
617.6360925,0.891319823
621.6136678,0.868881748
625.1797699,0.846372782
628.0600831,0.825207248
632.5701533,0.794878117
634.6194518,0.769330458
637.6154078,0.739237443
639.8556514,0.716857667
641.666134,0.696093991
644.3622639,0.668092115
647.2621711,0.641350393
648.9423538,0.618629401
653.1310799,0.593581616
654.9430063,0.566267121
657.7501687,0.536152679
660.8407905,0.50517827
663.7896825,0.471575389
666.8757324,0.445429076
668.6587834,0.428783766
675.2423565,0.366608351
678.2598274,0.34365415
681.1401406,0.318985669
684.1576116,0.297431141
687.3122403,0.273598306
690.4668691,0.251603098
693.7586556,0.229156624
700.6165442,0.193724419
706.3758389,0.166036885
710.3547459,0.145113946
715.703899,0.123206923
721.4645254,0.104146731
727.2251518,0.086256884
732.9857782,0.073684473
738.7464046,0.061620907
744.507031,0.051083877
750.2676574,0.043040191
758.1495686,0.033457141
764.6212848,0.025077951
771.093001,0.01669876
777.9961649,0.011682525
784.4678811,0.006664679
790.9395973,0.003327505
