year,price
2000,10.98014666
2001,11.48468559
2002,10.7055242
2003,11.89981256
2004,12.30855296
2005,12.05277508
2006,11.66237999
2007,11.55487989
2008,12.66948616
2009,10.22527343
2010,9.221699847
2011,9.039618343
2012,8.407390899
2013,8.791785185
2014,9.287451501
2015,7.646582709
2016,7.453956937
2017,7.715377627
2018,7.77499989
2019,7.637410053
