wavelength,intensity
406.7672731,0.006037179
412.6889849,0.016643551
418.0345572,0.029126214
422.9993765,0.051188927
427.2076997,0.080644008
429.6124557,0.113387763
432.0172118,0.160716073
433.2195899,0.196748502
434.4219679,0.239644251
435.6243459,0.279680284
436.5010799,0.321775312
436.987041,0.357836338
437.9589633,0.388349515
441.6362361,0.420950284
443.7904968,0.392510402
445.2483801,0.359223301
446.7062635,0.327323162
447.2473336,0.298554413
450.6540714,0.263951842
456.0647726,0.241131304
460.8742847,0.200180162
468.0885529,0.169867166
476.5051992,0.191372235
481.9159003,0.223200881
487.627196,0.251512075
490.3325466,0.289260334
493.9396807,0.322106222
498.7491928,0.35489083
504.159894,0.385604187
511.3741622,0.419234454
520.3919975,0.449475957
529.4098328,0.480268977
537.22529,0.511889272
543.8383692,0.543597809
549.2490704,0.572801235
556.4633386,0.616983857
560.6716617,0.646295952
564.8799849,0.677037906
569.088308,0.710353604
572.6954421,0.7406666
576.9037652,0.773124383
581.7132774,0.80958577
586.5227895,0.841757582
591.9334907,0.873929394
599.1477589,0.905059451
602.699784,0.920943135
608.7667832,0.923307167
619.5881855,0.939130932
628.8064171,0.965440325
636.8723698,0.989533437
643.5205184,0.986130374
647.2428804,0.946566195
650.2488255,0.899666843
653.7257019,0.861303745
655.1835853,0.823855756
657.2626973,0.780702632
659.2666607,0.740523614
661.6714168,0.700630568
664.0761729,0.656876903
666.4809289,0.617412814
668.885685,0.577519768
671.2904411,0.539342551
673.6951972,0.506741782
676.0999532,0.470709353
679.1058983,0.438108583
680.9094654,0.405936772
684.5165995,0.368903442
688.1237336,0.328867409
691.7308677,0.292263037
695.3380018,0.258518381
699.546325,0.225345668
704.3558371,0.191458027
709.7665383,0.158085134
716.3796175,0.124969616
724.7962637,0.094084676
735.016477,0.065773482
746.5442765,0.045769764
757.2354212,0.029126214
767.9265659,0.022191401
781.5334773,0.013869626
795.1403888,0.009708738
