27
87
87
126
18
1
29
2
9
10
2
3
1
1
2
1
1
2
2
1
21
3
31
1
86
2
1
81
1
76
114
128
1
1
1
39
28
89
59
74
19
129
24
1
1
34
1
1
1
111
27
94
75
76
128
135
132
