t, intensity
0.017336918768591766, 0.20452170780039625
0.0342285424527959, 0.22447757160871906
0.048783683042359596, 0.24443343541704188
0.0633643589662909, 0.2653395784543324
0.07797057022458988, 0.2871960007205908
0.09022753072106456, 0.30857728337236523
0.10253556188627454, 0.33185912448207533
0.11481805771711688, 0.3541906863628175
0.12473853511895107, 0.3755719690145919
0.1346973155223367, 0.398378670509818
0.14469439892727387, 0.42261079084849573
0.15472978533376253, 0.44826833003062505
0.16484177774335407, 0.4767767068996577
0.17499207315449716, 0.5067105026121419
0.1852572775702947, 0.540920554854981
0.19559908798919523, 0.5779814447847234
0.20594089840809576, 0.6150423347144658
0.21371640772304684, 0.6435507115834984
0.22149191703799798, 0.672059088452531
0.2291908203498461, 0.6977166276346604
0.2369663296647972, 0.7262250045036929
0.24730814008369773, 0.7632858944334353
0.25757334449949526, 0.7974959466762744
0.26768533690908686, 0.8260043235453071
0.27998060040711303, 0.8488110250405332
0.2946378823341473, 0.8725680057647269
0.3115231221847596, 0.8922862997658079
0.3305788654566225, 0.9058277787785983
0.3493473362168494, 0.9086786164655016
0.36803920097397325, 0.9086786164655016
0.3838583406147358, 0.8887227526571788
0.3972133204890197, 0.8640154927040171
0.4081807465999277, 0.8374076742929202
0.41679892194901147, 0.8103247162673392
0.4253404912949923, 0.7803909205548549
0.4337671516363186, 0.7461808683120157
0.44219381197764496, 0.7119708160691767
0.44851380723363965, 0.6863132768870472
0.45265053140119993, 0.6663574130787244
0.4567872555687601, 0.6464015492704016
0.4609239797363204, 0.6264456854620788
0.46498409790077755, 0.6036389839668528
0.4690442160652347, 0.5808322824716267
0.473104334229692, 0.5580255809764005
0.4769729373863918, 0.5280917852639163
0.4810713585524006, 0.5067105026121419
0.48493996170910036, 0.4767767068996577
0.48884686786735165, 0.44826833003062505
0.49275377402560294, 0.4197599531615924
0.49662237718230273, 0.3898261574491082
0.5004143743358995, 0.35704152404972067
0.5045127955019083, 0.33566024139794626
0.5085729136663656, 0.31285353990272013
0.5147396969161544, 0.2814943253467843
0.5279733839521918, 0.25227323905602583
0.5463779761976796, 0.24158259773013868
0.5651655984586823, 0.24514614483876773
0.5842404932313209, 0.25940033327328404
0.6032579335016325, 0.2715163934426229
0.6222562222711681, 0.2829197441902359
0.6393393609631297, 0.31000270221581694
0.6539711075557963, 0.33280940371104295
0.6685517834797277, 0.3537155467483335
0.6854944778326671, 0.3755719690145919
0.7047417361122875, 0.39624054224464056
0.7238740853872534, 0.4126328589443343
0.7428915256575649, 0.4247489191136732
0.7617940569232219, 0.43258872275265714
0.7805625276834488, 0.43543956043956034
0.7992160894390211, 0.43401414159610874
0.8177547421899392, 0.42831246622230223
0.8361784859362026, 0.4183345343181408
0.8544681691770359, 0.40336763646189866
0.8726237919124389, 0.38341177265357584
0.8884365477196097, 0.36321833903801115
0.9018936689313642, 0.3423121960007205
0.9153252548087509, 0.3204557737344622
0.9288079113548731, 0.3004999099261394
0.9422139618978922, 0.2776932084309134
0.9556966184440143, 0.25773734462259046
0.9714646874160415, 0.23588092235633207
0.9896394616522206, 0.2166377679697351
